goos: linux
goarch: amd64
pkg: github.com/RoaringBitmap/roaring/v2
cpu: INTEL(R) XEON(R) GOLD 6548N
BenchmarkOrs/two-by-two-128                     	    1378	   1046481 ns/op	  113073 B/op	    3495 allocs/op
BenchmarkChecksum/checksum-compressed-4096-128  	1000000000	         0.0000807 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-4096-128  	1000000000	         0.0000635 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000833 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000831 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000836 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000991 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000831 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0001198 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000846 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000831 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001305 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0000983 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001227 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001378 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001333 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001051 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0000983 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0000970 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001658 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001654 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0002252 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001939 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0002314 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001657 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001734 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0002080 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001412 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001108 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001539 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001329 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001112 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001110 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001494 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001617 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003297 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003354 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003443 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003295 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003302 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003816 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003518 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0004140 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000960 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000858 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000912 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000921 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000731 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000874 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000938 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000727 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006586 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006813 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006741 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006783 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006641 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006659 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006667 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006644 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000157 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000154 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000154 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000154 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000156 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000204 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000152 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000203 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.001068 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009551 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009541 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.001010 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009531 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009532 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009533 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009459 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000023 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000019 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000020 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000025 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000023 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000015 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000020 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000029 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009553 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009593 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009527 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009541 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009942 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.001000 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009539 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009543 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000017 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000013 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000016 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000023 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000022 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000017 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000021 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000016 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009544 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009454 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009554 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.001023 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009532 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009606 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009588 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009706 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000020 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000021 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000018 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000016 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000015 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000015 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000019 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000019 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.001306 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009956 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009629 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009533 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009911 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009522 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009543 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009888 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000014 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000018 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000021 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000013 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000015 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000017 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000021 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000015 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20398651	        27.00 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	19901488	        26.44 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20637370	        26.45 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20764221	        26.40 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20622738	        26.42 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20655806	        26.68 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20687046	        26.91 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20579212	        26.89 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  105933	      5215 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106216	      5217 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106108	      4973 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  102369	      5131 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  132932	      4512 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106498	      5115 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  116078	      5175 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106250	      5199 ns/op	       0 B/op	       0 allocs/op
BenchmarkMarshalBinary-128                               	    1844	    285547 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    1804	    312503 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    2096	    305961 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    2136	    362984 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    1938	    338574 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    2004	    332064 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    1988	    355261 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    1888	    334648 ns/op	  387376 B/op	      10 allocs/op
BenchmarkXor-128                                         	     176	   3281137 ns/op	  513729 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     200	   3027972 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     187	   2837267 ns/op	  513729 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     183	   3186197 ns/op	  513731 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     181	   3230759 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     214	   2951924 ns/op	  513729 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     202	   2764964 ns/op	  513729 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     216	   3107966 ns/op	  513730 B/op	    6108 allocs/op
BenchmarkXorLopsided-128                                 	    1808	    428171 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1587	    377569 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1748	    394833 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1525	    415203 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1738	    451771 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1425	    424822 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1424	    404123 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1466	    472460 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorDense-128                                    	    7378	     72403 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    7489	     75663 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    7568	     72633 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    7582	     69896 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    8301	     88666 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    8456	     72427 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    7386	     68755 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    7561	     73188 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       6	 131479789 ns/op	30690417 B/op	    7689 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 158141182 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 137745437 ns/op	30692068 B/op	    7703 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 144590603 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       5	 130730268 ns/op	30690497 B/op	    7694 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 125102112 ns/op	30690702 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 163664434 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 156982561 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    2335	    249170 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    4046	    190207 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    2725	    195617 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    3045	    250895 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    4575	    215189 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    3518	    296872 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    7564	    189803 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    1903	    266931 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     156	   3514461 ns/op	   46910 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     116	   4471148 ns/op	   46918 B/op	      11 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     157	   3493618 ns/op	   46910 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     219	   2784530 ns/op	   46904 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     147	   3580171 ns/op	   46912 B/op	      11 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     175	   4152498 ns/op	   46908 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     208	   3044100 ns/op	   46904 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     150	   3544638 ns/op	   46911 B/op	      11 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1136	    520521 ns/op	   39777 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1104	    528148 ns/op	   39796 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1120	    515137 ns/op	   39786 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1140	    519285 ns/op	   39775 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1107	    535859 ns/op	   39794 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1095	    556305 ns/op	   39802 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1180	    536361 ns/op	   39752 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1161	    527074 ns/op	   39762 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2421	    237552 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2350	    221083 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2431	    233548 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2356	    242466 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2388	    249871 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2222	    244826 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2413	    240665 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    8086	    221176 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1906	    315411 ns/op	     836 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    2055	    316293 ns/op	     807 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1869	    343800 ns/op	     845 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1357	    431536 ns/op	     998 B/op	       7 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1897	    315075 ns/op	     838 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1806	    428683 ns/op	     860 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1888	    314505 ns/op	     839 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1786	    313198 ns/op	     862 B/op	       6 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      16	  33058996 ns/op	 2944258 B/op	    6329 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      21	  27929158 ns/op	 2940714 B/op	    6283 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      19	  32656351 ns/op	 2941908 B/op	    6298 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      19	  29491657 ns/op	 2941908 B/op	    6298 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      21	  30482109 ns/op	 2940714 B/op	    6283 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      22	  28877318 ns/op	 2940199 B/op	    6276 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      26	  31622425 ns/op	 2938534 B/op	    6255 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      20	  30122522 ns/op	 2941287 B/op	    6290 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      26	  20655573 ns/op	 1626419 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      20	  26066763 ns/op	 1626420 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      25	  24088841 ns/op	 1626419 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      21	  23937367 ns/op	 1626421 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      25	  23276173 ns/op	 1626420 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      20	  25176285 ns/op	 1626421 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      31	  21764103 ns/op	 1626419 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      26	  25347968 ns/op	 1626420 B/op	   31627 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      44	  11692348 ns/op	   10443 B/op	      77 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      46	  13928075 ns/op	   10208 B/op	      74 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      43	  12484292 ns/op	   10569 B/op	      79 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      46	  12932374 ns/op	   10208 B/op	      74 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      57	  10956013 ns/op	    9209 B/op	      61 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      61	  11671914 ns/op	    8935 B/op	      58 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      45	  12753362 ns/op	   10323 B/op	      75 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      44	  12197922 ns/op	   10443 B/op	      77 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3061639	       172.0 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 4035996	       176.0 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 4416039	       184.2 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3458024	       172.2 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3674058	       145.7 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3972202	       163.7 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3451296	       164.0 ns/op	      36 B/op	       2 allocs/op
