goos: linux
goarch: amd64
pkg: github.com/RoaringBitmap/roaring/v2
cpu: INTEL(R) XEON(R) GOLD 6548N
BenchmarkOrs/two-by-two-128                     	    1282	   1070574 ns/op	  113181 B/op	    3500 allocs/op
BenchmarkChecksum/checksum-compressed-4096-128  	1000000000	         0.0000792 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-4096-128  	1000000000	         0.0000851 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000833 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000836 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000832 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000831 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0001117 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0000832 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0001162 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-8192-128             	1000000000	         0.0001175 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001250 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001404 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001238 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0000964 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001138 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0000966 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001325 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-8192-128  	1000000000	         0.0001109 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001659 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001740 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001659 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0002099 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001758 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001723 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001993 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-16384-128            	1000000000	         0.0001932 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001107 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001247 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001099 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001262 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001099 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001467 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001555 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-16384-128 	1000000000	         0.0001094 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003300 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003582 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003299 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003744 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003714 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003679 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003299 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-32768-128            	1000000000	         0.0003372 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000735 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000726 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000729 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000998 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0001042 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000729 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000735 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-32768-128 	1000000000	         0.0000921 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006661 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006672 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006683 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006654 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0006669 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0008193 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0007189 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-65536-128            	1000000000	         0.0007468 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000177 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000224 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000173 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000179 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000171 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000175 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000170 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-65536-128 	1000000000	         0.0000215 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009576 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009528 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009968 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009544 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009648 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009902 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009730 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-131072-128           	1000000000	         0.0009896 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000023 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000023 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000018 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000026 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000029 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000018 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000023 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-131072-128         	1000000000	         0.0000023 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.001014 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009650 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009665 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009522 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009665 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009549 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.0009590 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-262144-128                    	1000000000	         0.001022 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000022 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000019 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000015 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000017 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000021 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000016 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000020 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-262144-128         	1000000000	         0.0000015 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009455 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009802 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009546 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009650 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009526 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009913 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009459 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-524288-128                    	1000000000	         0.0009518 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000020 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000015 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000020 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000019 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000020 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000020 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000014 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-524288-128         	1000000000	         0.0000007 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.001275 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.001008 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009900 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009548 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009548 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.001043 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009545 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-1048576-128                   	1000000000	         0.0009705 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000019 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000021 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000018 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000019 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000019 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000014 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000022 ns/op	       0 B/op	       0 allocs/op
BenchmarkChecksum/checksum-compressed-1048576-128        	1000000000	         0.0000021 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20603980	        26.72 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20737238	        26.64 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20473572	        26.70 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20451040	        26.66 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20492859	        26.66 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20494310	        26.75 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	20437363	        27.30 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountRoaring-128                                	22273101	        26.98 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106467	      5115 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106500	      5100 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106447	      5105 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  133252	      4922 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106389	      5201 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106267	      5103 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  106546	      5103 ns/op	       0 B/op	       0 allocs/op
BenchmarkCountBitset-128                                 	  105985	      5105 ns/op	       0 B/op	       0 allocs/op
BenchmarkMarshalBinary-128                               	    1922	    289052 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    2221	    288357 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    2022	    293799 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    1980	    289407 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    2262	    279345 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    1910	    305095 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    1902	    286797 ns/op	  387376 B/op	      10 allocs/op
BenchmarkMarshalBinary-128                               	    1986	    294589 ns/op	  387376 B/op	      10 allocs/op
BenchmarkXor-128                                         	     177	   3323201 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     175	   3339545 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     186	   3333199 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     186	   3261680 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     184	   3313416 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     178	   3321297 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     181	   3315810 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXor-128                                         	     186	   3232263 ns/op	  513728 B/op	    6108 allocs/op
BenchmarkXorLopsided-128                                 	    1574	    376284 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1537	    394081 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1508	    396967 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1449	    392008 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1425	    383584 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1436	    389822 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1437	    390032 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorLopsided-128                                 	    1413	    399065 ns/op	  210224 B/op	    3120 allocs/op
BenchmarkXorDense-128                                    	    8397	     63821 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    8521	     63642 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    8338	     64790 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    8778	     63275 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    8601	     63432 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    8542	     62387 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    9265	     64322 ns/op	       0 B/op	       0 allocs/op
BenchmarkXorDense-128                                    	    8580	     63404 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 161616322 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 128335791 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 153393702 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       5	 148087363 ns/op	30690497 B/op	    7694 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 155798761 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 177450277 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 157559114 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_or-first-128                  	       4	 157536220 ns/op	30690674 B/op	    7701 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    3232	    200593 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    4178	    231034 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    3361	    185700 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    3996	    211757 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    4692	    195571 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    5714	    151931 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    1951	    261328 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_and-first-128                 	    2754	    237076 ns/op	   20240 B/op	    1485 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     110	   6556178 ns/op	   46920 B/op	      11 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     157	   3419263 ns/op	   46910 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     144	   3580263 ns/op	   46912 B/op	      11 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     220	   2791894 ns/op	   46904 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     208	   3295072 ns/op	   46904 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     157	   3479776 ns/op	   46910 B/op	      10 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     146	   3560763 ns/op	   46912 B/op	      11 allocs/op
BenchmarkAndAny/small-base_AndAny-128                    	     158	   3427813 ns/op	   46910 B/op	      10 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1173	    500034 ns/op	   39756 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1166	    555365 ns/op	   39760 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1154	    529511 ns/op	   39766 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1105	    552466 ns/op	   39796 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1191	    518242 ns/op	   39746 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1207	    530335 ns/op	   39738 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1226	    494846 ns/op	   39728 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_or-first-128               	    1310	    500997 ns/op	   39688 B/op	    1156 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2425	    225504 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2534	    233519 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2422	    224669 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2494	    206394 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    7860	    207705 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2515	    207825 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2482	    204598 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_and-first-128              	    2488	    218173 ns/op	   17264 B/op	    1262 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    2019	    304316 ns/op	     813 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    2096	    366678 ns/op	     802 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1944	    303546 ns/op	     828 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1951	    307207 ns/op	     827 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1838	    309801 ns/op	     850 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1944	    328786 ns/op	     830 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1897	    312985 ns/op	     839 B/op	       6 allocs/op
BenchmarkAndAny/small-filters_AndAny-128                 	    1903	    306553 ns/op	     836 B/op	       6 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      20	  30106270 ns/op	 2941281 B/op	    6290 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      20	  30879991 ns/op	 2941281 B/op	    6290 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      19	  34037605 ns/op	 2941908 B/op	    6298 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      19	  34704395 ns/op	 2941908 B/op	    6298 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      18	  30623179 ns/op	 2942604 B/op	    6307 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      20	  32754019 ns/op	 2941281 B/op	    6290 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      19	  34958651 ns/op	 2941908 B/op	    6298 allocs/op
BenchmarkAndAny/equal_or-first-128                       	      18	  30193047 ns/op	 2942604 B/op	    6307 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      92	  22784314 ns/op	 1626420 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      26	  23700914 ns/op	 1626421 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      24	  22262575 ns/op	 1626420 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      25	  21503871 ns/op	 1626420 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      25	  21115779 ns/op	 1626420 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      25	  23591940 ns/op	 1626422 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      21	  24478851 ns/op	 1626421 B/op	   31627 allocs/op
BenchmarkAndAny/equal_and-first-128                      	      25	  23193990 ns/op	 1626424 B/op	   31627 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      45	  13040687 ns/op	   10323 B/op	      75 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      46	  11424258 ns/op	   10208 B/op	      74 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      45	  12765724 ns/op	   10323 B/op	      75 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      55	  12732917 ns/op	    9363 B/op	      63 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      45	  11482324 ns/op	   10323 B/op	      75 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      46	  13479573 ns/op	   10208 B/op	      74 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      44	  11798666 ns/op	   10443 B/op	      77 allocs/op
BenchmarkAndAny/equal_AndAny-128                         	      45	  12084491 ns/op	   10323 B/op	      75 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3342985	       187.4 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 2766303	       193.2 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3565994	       187.7 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3061320	       199.1 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3168697	       188.7 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3268840	       186.8 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 2866296	       178.1 ns/op	      36 B/op	       2 allocs/op
